0,1,2,3,4,brand,model,trim,body_type,fuel_type,transmission_type,engine_capacity_cc,horsepower,exterior_color,interior_color,warranty,city,seller_type,price
,3.7632448908886795,2.1246925363206497,,3.936051874857982,Cadillac,Escalade,L Platinum,SUV,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Black,Beige,Yes,Dubai,Dealer,175000
0.3736919378352012,3.6471769805426306,19.049096939618344,0.17427510033440738,-3.4255278634179236,Infiniti,QX80,Luxury,SUV,Petrol,Automatic Transmission,,400 - 499 HP,White,Brown,Yes,Abu Dhabi,Dealership/Certified Pre-Owned,310000
0.7025019587645361,3.524231079162784,16.305589431503325,0.32493946728099915,-4.872204722019992,Audi,Q5,S-line,SUV,Petrol,Automatic Transmission,,200 - 299 HP,Brown,Brown,No,Dubai,Owner,159000
1.0543538382548112,3.7157107536171825,3.935848176283379,0.33418449690461516,2.413794949688536,BMW,X6,xDrive40i,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,White,Tan,Yes,Dubai,Owner,219000
0.5455716496246851,,20.17068078295781,0.1983608504069955,2.7386737162297585,Nissan,Xterra,Titanium,SUV,Petrol,Automatic Transmission,2500 - 2999 cc,100 - 199 HP,White,Black,No,Dubai,Dealer,106000
0.379025203965276,3.9183871689005074,-17.732448209304664,0.4418315230499996,3.8670470394053007,Rolls-Royce,Dawn,Standard,Soft Top Convertible,Petrol,Automatic Transmission,,500 - 599 HP,Grey,Black,Yes,Dubai,Dealer,1250
0.522563533586378,3.5960786520771393,15.245387416320488,0.29215630920812885,-0.32277470339853,Suzuki,Celerio,Other,Hatchback,Petrol,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,Grey,Black,No,Dubai,Dealer,29300
0.29423007211552243,3.571015342327566,17.24290618778208,0.23253742286235432,-0.4600271738745314,Mercedes-Benz,C-Class,C200,Sedan,Petrol,Automatic Transmission,1000 - 1499 cc,200 - 299 HP,White,Tan,Yes,Dubai,Dealer,235000
1.17856000326413,3.6869337145265564,11.670474241665438,0.5673326980058935,0.981145905568391,Volkswagen,Touareg,S,SUV,Petrol,Automatic Transmission,,200 - 299 HP,Beige,Beige,No,Dubai,Dealer,42000
0.32956234351310415,3.688828702093769,20.19882026182149,0.26456473030300764,-3.8862914768219214,Mercedes-Benz,G-Class,G 63 AMG,SUV,Petrol,Automatic Transmission,,700 - 799 HP,Black,Green,Yes,Dubai,Dealer,1550
0.5019980678220045,3.5810086242579167,16.768976336374564,0.17224052242071247,-0.028201562331775842,Nissan,Rogue,Standard,SUV,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Silver,Black,No,Dubai,Owner,84999
,3.6294503585023095,10.383608411536025,0.7224226948821664,1.6365214844356424,Honda,Accord,LX,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,White,Beige,No,Abu Dhabi,Owner,25000
1.1792854400323143,3.5476840961767118,14.859092831522556,0.5364725279322011,-0.3151509600803324,BMW,3-Series,316i,Sedan,Petrol,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,White,Beige,No,Dubai,Owner,40000
0.4860593422189659,3.48886583388142,31.615673033681,0.6273060607370419,-5.745300601017571,Mitsubishi,Mirage,GLX,Hatchback,Petrol,Automatic Transmission,,100 - 199 HP,White,Black,Does not apply,Dubai,Owner,16500
0.4220779940196549,3.710534593127709,4.2212870298707665,0.24482158722996533,3.2008764002508,TANK,500,Other,SUV,Petrol,Automatic Transmission,,,Black,Tan,Does not apply,Dubai,Dealer,175000
,3.906103864217942,-15.167743645120792,0.38392543599090967,,Rolls-Royce,Wraith,Black Badge,Coupe,Petrol,Automatic Transmission,,600 - 699 HP,Black,Black,Yes,Dubai,Dealer,1150
1.0238707733446126,3.778460767975259,13.53122116163048,0.6240265872230797,3.777565725153728,Land Rover,LR4,HSE,SUV,Petrol,Automatic Transmission,4000+ cc,300 - 399 HP,Blue,Beige,Does not apply,Dubai,Owner,50000
1.13410166445044,3.6095117924702844,,0.48344758646621105,-0.37350145841143,Ford,Mustang,Ecoboost Premium,Soft Top Convertible,Petrol,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,Black,Black,Does not apply,Dubai,Dealer,59000
,3.9267445747203755,,0.8015748968243133,3.589885289548999,Ferrari,FF,FF,Sports Car,Petrol,Automatic Transmission,4000+ cc,600 - 699 HP,Blue,Beige,No,Dubai,Owner,569000
0.6590011612940151,3.762656020197877,-6.6648982020507095,0.541643478318606,0.2550167825167974,Mercedes-AMG,GT,Other,Sports Car,Petrol,Automatic Transmission,4000+ cc,,Grey,Beige,No,Dubai,Owner,300000
0.7529767445939606,3.624916147161533,13.842079949603615,0.31393345861494387,0.6161056332100663,Nissan,Sentra,S,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Brown,Beige,Yes,Sharjah,Dealer,39499
0.4261653003855963,3.5751633967223775,13.478167498613157,0.3542463263723649,0.14658644395037612,Genesis,G70,Prestige,Sedan,Petrol,Manual Transmission,2000 - 2499 cc,200 - 299 HP,Grey,White,No,Sharjah,Dealer,78000
1.9531022443860273,3.5584161947685278,16.719130918279195,0.5266817425808958,-4.1161992359485495,Ford,Focus,Titanium,Sedan,Petrol,Automatic Transmission,,Unknown,Black,Black,Yes,Dubai,Owner,18000
0.3336621024738936,3.6335716037693317,9.141652750460898,0.22428600566358206,1.6931487571620074,Mercedes-Benz,A-Class,A 220,Sedan,Petrol,Automatic Transmission,Unknown,Unknown,Black,Unknown,Does not apply,Dubai,Owner,99000
0.7170976338257941,,0.6276020813158638,0.9378464865617664,,Rolls-Royce,Ghost,Standard,Sedan,Petrol,Automatic Transmission,Unknown,Unknown,Burgundy,White,Yes,Dubai,Owner,345000
1.031142498295849,3.6876630627804907,15.333275486863112,0.6580430430160721,,Audi,Q7,Standard,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,200 - 299 HP,Black,Brown,No,Dubai,Dealer,53000
0.5086187361446706,3.939488913454973,-21.19842739135975,0.24334230484081273,3.4516116470526854,Rolls-Royce,Wraith,Black Badge,Coupe,Petrol,Automatic Transmission,,600 - 699 HP,Black,Blue,Yes,Dubai,Dealer,2650
2.4985689830140916,3.5538890657589035,21.649448074408188,,-0.9996318354389513,Nissan,Sunny,S,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,0 - 99 HP,White,Brown,Does not apply,Dubai,Owner,17500
1.033897430744465,3.7783047121748354,11.592490572017224,0.8120231222718999,3.6579307114968547,BMW,X5,Xdrive50i,SUV,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Silver,Brown,No,Abu Dhabi,Dealer,66500
1.1945874671444896,3.7353201933152285,10.771789217975684,0.6551218736362276,4.362500091577438,Honda,Odyssey,Touring,Van,Petrol,Automatic Transmission,2500 - 2999 cc,200 - 299 HP,White,Beige,No,Dubai,Owner,49000
0.28628876443441054,3.583472738544611,25.390801440520164,0.20893762037575134,-0.9251867987863984,Mazda,CX-5,Other,SUV,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,White,Black,No,Dubai,Owner,107000
0.8635633422486286,3.7022845788305796,7.021494705425184,0.5802543110665042,1.4865502036484823,Jaguar,XF,R-Sport,Sedan,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Blue,Black,No,Dubai,Dealer,69900
1.044514402127763,,19.00161244229983,0.37529179205631025,0.8002307686123555,Volkswagen,GTI,GTi,Hatchback,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Grey,Black,No,Dubai,Dealer,46900
0.3550619782792188,3.5711658022298876,24.463434398397283,0.2752333269052234,-0.9719334567226423,Mercedes-Benz,GL-Class,Other,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,Silver,Black,Does not apply,Dubai,Owner,121000
0.8490893703253591,3.7401642224646494,17.877768576742383,0.3740335460099554,,Cadillac,Escalade,Platinum,SUV,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Grey,Black,Yes,Dubai,Dealership/Certified Pre-Owned,355000
0.5812365076223296,3.7051343518679576,-8.96566505377581,0.3378615446090183,-0.8882060418069975,Porsche,Carrera / 911,GT3,Coupe,Petrol,Automatic Transmission,3500 - 3999 cc,500 - 599 HP,Grey,Black,Yes,Dubai,Owner,810000
,3.6901909187006634,-6.095068008385985,0.6402140180240847,-0.6526558494864125,Bufori,MK III,La Joya,Coupe,Petrol,Automatic Transmission,2500 - 2999 cc,100 - 199 HP,Silver,Tan,No,Dubai,Dealer,249990
1.9857757871738724,3.7193032715903334,16.587144311719815,0.5312171379742819,3.7452599854256827,Ford,Explorer,Other,SUV,Petrol,Automatic Transmission,,,White,Beige,No,Abu Dhabi,Dealer,78000
6.946204888043977,3.617997986279556,13.96969226961266,0.7535114874497526,1.1699109223683855,Nissan,Altima,S,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,White,Beige,Does not apply,Dubai,Owner,10500
0.4665262532882769,3.848172899235012,,,2.615536283722008,Bentley,Continental Flying Spur,Other,Sedan,Petrol,Automatic Transmission,,600 - 699 HP,Black,Unknown,Yes,Dubai,Dealer,449000
,3.7078133301973772,7.605400121604143,0.644524478125664,2.49358290174784,Mercedes-Benz,S-Class,S 400,Sedan,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Silver,Black,No,Dubai,Dealer,139900
0.3625848166138917,3.459949424682997,25.107129011488784,0.25914593978372585,-1.3142713896380287,Mercedes-Benz,EQC,Other,SUV,Electric,Automatic Transmission,Unknown,400 - 499 HP,Black,White,Yes,Dubai,Dealership/Certified Pre-Owned,359900
,3.6653770841200624,7.636399993438576,0.30695785623440824,0.9227587126902436,Lexus,ES-Series,350 F SPORT,Sedan,Petrol,Automatic Transmission,2500 - 2999 cc,200 - 299 HP,Grey,Unknown,Does not apply,Ajman,Dealer,159000
1.3943245451873059,3.6624276815413856,,1.2726780927122365,1.0798407783915944,Mercedes-Benz,E-Class,E 350,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,Unknown,Silver,Black,Does not apply,Sharjah,Owner,18000
0.41401956764374065,3.7797194208020293,1.0016168603564921,0.2027604591558444,3.9259536689889627,Cadillac,Escalade,ESV Platinum,SUV,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Black,Brown,No,Dubai,Dealer,458999
0.6407602024260527,3.763946883444364,7.019568860572077,1.03561426085761,1.911799932073329,Bentley,Continental Flying Spur,Other,Sedan,Petrol,Automatic Transmission,4000+ cc,300 - 399 HP,Gold,Beige,No,Dubai,Owner,109000
0.3497067278274239,3.622941386998051,10.404422530448693,0.2563075289046438,0.5059119612646019,Mercedes-Benz,E-Class,E 300,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,Black,Brown,Yes,Dubai,Dealer,299000
2.2574895605607765,3.8041713281398697,8.082494051726801,0.6728256207158122,4.789589000237209,Nissan,Patrol,LE Platinum,SUV,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,White,Brown,No,Dubai,Dealer,87000
0.4986931823251241,3.659127631883529,10.14574429492429,0.24326887333265315,-0.38521742211784993,Toyota,Avalon,Limited,Sedan,Petrol,Automatic Transmission,3000 - 3499 cc,200 - 299 HP,Black,Unknown,Yes,Dubai,Dealer,158000
1.101622092713022,3.6654028419374227,-7.960831861484964,0.2746602134713049,0.9726406920933707,Chevrolet,Camaro,RS,Sports Car,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Black,Black,Yes,Dubai,Dealer,57000
0.584180494498215,3.582514399653711,10.228137586507941,0.21705497944582308,0.14858626903691596,Jetour,Dashing,Other,SUV,Petrol,Automatic Transmission,,,Black,Black,Yes,Dubai,Dealer,89000
0.502843578187623,3.7200281383545613,,0.40446449802396717,-0.39935964557484205,Aston Martin,Vantage,Standard,Coupe,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,White,Unknown,Yes,Dubai,Dealer,229000
1.5024933502692388,3.758676320264029,3.477585915047177,0.5871578685781039,2.0144604858262296,BMW,X5,xDrive50i M Sport,SUV,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Black,White,Does not apply,Al Ain,Dealer,84000
0.9049937146679922,3.627614796521104,10.428099911869479,0.5528497411132702,1.632282885214565,Ford,Escape,SE,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,Blue,Black,No,Dubai,Owner,22500
0.9355629872107087,3.6933723922650974,,0.5144848637205965,2.8602775774555784,Kia,Sedona,LX,Sedan,Petrol,Automatic Transmission,3000 - 3499 cc,200 - 299 HP,Brown,Beige,Yes,Sharjah,Dealer,35000
0.47642776612905163,3.589639421292762,19.997042307714835,0.19612355308654025,0.3684268974283778,Mazda,CX-5,Other,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,Grey,Beige,Yes,Dubai,Dealer,124990
1.227004672560072,3.616519422029161,15.3392688617772,0.3494975850351466,0.5791825212099648,BMW,X3,Xdrive30i,Crossover,Petrol,Automatic Transmission,,100 - 199 HP,Grey,Brown,Yes,Dubai,Dealer,132000
0.660104665967639,3.7722738282542734,4.873956920968488,0.2579383752857099,2.252985181463135,Porsche,Cayenne,GTS,Coupe,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,White,Unknown,Yes,Dubai,Dealer,419000
0.7841856499611739,3.641682209941127,8.35268481564214,0.3809246305786496,1.0375874988538332,Honda,Accord,Other,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Grey,Black,No,Sharjah,Dealer,87000
0.9306705947979882,3.6321919287437474,12.207552258722549,0.3405379745799346,1.2287599526850246,Chevrolet,Malibu,LT,Sedan,Petrol,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,Grey,Brown,Does not apply,Sharjah,Dealer,45000
0.6679030875045053,3.6032150020082128,12.511004752566922,0.4369083052786352,0.5113048931893749,Mercedes-Benz,C-Class,C200,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,White,Black,No,Dubai,Owner,85000
2.0290628169485454,,19.42438454162759,1.076446396944102,-1.290513416230037,Suzuki,Swift,GL,Sports Car,Petrol,Automatic Transmission,,Unknown,Red,Other Color,Yes,Sharjah,Owner,13500
0.8221358245222309,3.584476268441276,26.272248187584324,0.2965041076545698,-0.8291729360802143,Nissan,Kicks,SV,SUV,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Grey,Black,No,Sharjah,Dealer,46000
0.9537695188416163,3.515806480875657,25.968215819939388,0.37369639510302827,,Land Rover,Discovery Sport,HSE,SUV,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Blue,Beige,Does not apply,Dubai,Owner,65000
0.3567181852370614,3.8205630507596857,-11.833538542795766,0.2742732200017879,0.5257754029708999,Lamborghini,Huracan,Other,Coupe,Petrol,Automatic Transmission,Unknown,600 - 699 HP,White,Black,No,Dubai,Dealer,1199
1.3546051583413816,3.6261718832996874,13.661121184110058,0.5523378203962025,-3.505742854678532,Ford,Explorer,XLT,SUV,Petrol,Automatic Transmission,,200 - 299 HP,Brown,Beige,No,Dubai,Dealer,42000
0.7585271159694779,3.738793933027658,6.510560203232075,0.41533999741949407,1.7124174972142354,Dodge,Ram,1500 Regular Cab,Pick Up Truck,Petrol,Automatic Transmission,4000+ cc,400 - 499 HP,Red,Black,No,Dubai,Dealer,140000
,3.6950228897794526,,0.24332244502701916,1.3643490972408712,BMW,X7,Other,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,Grey,Brown,No,Dubai,Dealer,490000
,3.5677746035904385,21.016514036578627,0.211285276749184,-0.22182680739660388,Peugeot,3008,Active,SUV,Petrol,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,Grey,Unknown,Yes,Dubai,Dealer,76900
0.43274530595283156,3.685828447018243,-5.938284751414773,0.47481234611245404,-1.3790580274354949,Porsche,Carrera / 911,Other,Coupe,Petrol,Automatic Transmission,Unknown,700 - 799 HP,Black,Unknown,Yes,Dubai,Dealer,1440
1.8792976607854728,3.6191403119661003,-8.461904256752073,0.769844499561431,0.49212482495286,MINI,Cooper,Cooper,Coupe,Petrol,Manual Transmission,1500 - 1999 cc,100 - 199 HP,Green,Unknown,Does not apply,Dubai,Owner,12900
1.776256297899702,3.617176454626225,8.459911576743533,0.3593239653080916,1.2749168129608157,Toyota,Hilux,Double Cab GL,Pick Up Truck,Petrol,Manual Transmission,2500 - 2999 cc,100 - 199 HP,White,Unknown,Yes,Dubai,Dealer,64900
,3.6966055663373183,,0.42610000766178313,0.6100094349812792,Land Rover,Range Rover,Vogue SE,SUV,Petrol,Automatic Transmission,,500 - 599 HP,White,Beige,No,Dubai,Owner,155000
0.6041642813981444,3.624901774197798,11.604824765309516,0.30101413907744284,0.017423690200844666,Nissan,Sunny,SV Comfort,Sedan,Petrol,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,White,Beige,No,Dubai,Owner,25500
2.332090096406642,3.6056586696061754,19.9600279804918,0.5642255926187096,-0.07996835598524676,Hyundai,Accent,GL,Sedan,Petrol,Automatic Transmission,1000 - 1499 cc,200 - 299 HP,Silver,White,No,Dubai,Dealer,16500
0.33262391099419725,3.6548350904087217,10.900546267280637,0.15627947913818255,2.152135898138434,Jetour,X70,Plus Luxury,SUV,Petrol,Automatic Transmission,,,White,Beige,Yes,Dubai,Dealer,99000
0.41083903270570826,3.75143597396866,5.149018835076241,0.37299516597329396,2.5647008399496025,Porsche,Cayenne,Turbo,SUV,Petrol,Automatic Transmission,,600 - 699 HP,Black,White,Yes,Dubai,Owner,389000
1.7879811452764558,3.6125442380784216,18.390289534117457,0.29861671804736106,0.7395068646130384,Nissan,X-Trail,Other,SUV,Petrol,Automatic Transmission,2500 - 2999 cc,100 - 199 HP,Green,Beige,No,Dubai,Dealer,55900
0.6437637214602914,3.745366000669598,16.5604388406648,0.6171839319398075,2.9791783328268484,Chevrolet,Suburban,LTZ,SUV,Petrol,Automatic Transmission,4000+ cc,300 - 399 HP,Grey,Brown,No,Dubai,Dealer,90000
0.3428628271453073,,10.061647131091473,0.18138859120016698,0.8378363326213959,Ford,F-Series Pickup,Lariat,Pick Up Truck,Diesel,Automatic Transmission,,400 - 499 HP,Black,Black,Yes,Sharjah,Dealer,309000
2.2410916399862963,3.700406666332208,-7.726818861911335,,0.7565218001311668,BMW,2-Series,M235i,Coupe,Petrol,Automatic Transmission,,300 - 399 HP,Red,Black,No,Dubai,Owner,46000
1.3570287570364221,,19.605890398881115,0.4261307933034926,0.8645139604917246,Jeep,Grand Cherokee,Limited,SUV,Petrol,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,Blue,Beige,No,Dubai,Dealer,66000
0.586254853983517,3.6598829569428184,8.80277182536388,0.5838035374756004,,Porsche,Cayenne,GTS,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,White,Unknown,Yes,Dubai,Dealership/Certified Pre-Owned,149900
4.61598779656295,3.7322766031499346,6.107278502943612,1.1592492258790068,2.693849971757615,Mercedes-Benz,E-Class,E 280,Sedan,Petrol,Automatic Transmission,2500 - 2999 cc,Unknown,Black,Brown,No,Abu Dhabi,Owner,21000
0.7976302192653705,3.6393692621363996,-8.159164671007284,0.2627952195040001,1.087570195479788,Ford,Mustang,Ecoboost Premium,Soft Top Convertible,Petrol,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,White,Black,Does not apply,Dubai,Dealer,75000
0.63037352789714,3.7781213391878463,-10.769704495793354,0.32679044678613045,-0.5308005819126984,Ferrari,SF90 Stradale,Other,Sports Car,Hybrid,Automatic Transmission,4000+ cc,700 - 799 HP,Black,Unknown,Yes,Dubai,Dealer,1699
2.0625684381436122,3.7303922659938062,14.007743080328503,1.5918416175772816,4.019773558811391,Toyota,Land Cruiser,GXR,SUV,Petrol,Automatic Transmission,,500 - 599 HP,White,Unknown,No,Sharjah,Owner,80500
0.47582864082784193,3.7289349062930457,-4.83374948019161,0.6392945473299977,-1.6769999480003221,McLaren,MP4-12C,Spider,Hard Top Convertible,Petrol,Automatic Transmission,,700 - 799 HP,Silver,Other Color,No,Dubai,Dealer,299000
0.43569606543747363,3.734142043752415,-11.32398651560551,0.6308428455033086,0.036026298175181215,Ferrari,458 Spider,Standard,Hard Top Convertible,Petrol,Automatic Transmission,4000+ cc,500 - 599 HP,Red,Black,No,Dubai,Owner,435000
0.8102782413760311,3.639643865288952,8.245557279930365,0.3143974549282081,1.1243771752663374,Hyundai,Sonata,SE,Sedan,Petrol,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,Black,Black,No,Dubai,Owner,25000
0.3966199028605193,3.8155656972586147,-15.82305085079926,0.3105228519271314,3.2462016235230733,BMW,8-Series,850i,Soft Top Convertible,Petrol,Automatic Transmission,,600 - 699 HP,Black,Black,Yes,Dubai,Dealer,440000
0.7427319055547252,3.7756606493595837,2.3628886986677253,1.2257340752204955,1.936664080243198,Mercedes-Benz,S-Class,S 550,Sedan,Petrol,Automatic Transmission,4000+ cc,Unknown,Black,Black,No,Dubai,Dealer,45000
0.9444176013479587,3.650069320756085,13.192153034109149,0.6464155701112797,1.5196414353316159,Porsche,Cayenne,GTS,SUV,Petrol,Automatic Transmission,3000 - 3499 cc,400 - 499 HP,White,Black,No,Sharjah,Dealer,120000
1.6058140558020666,3.5603541148852846,25.691930397955176,0.5201299979972918,-0.328659118832461,Volkswagen,GTI,GTi,Hatchback,Petrol,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,Grey,Black,Does not apply,Dubai,Owner,48500
